,fec_id,name,state,district,party,office,incumbent_challenge,candidate_status,party_simple,key,bioguide_id,twitter_name,twitter_id,twitter_status_tweet,twitter_status_name,twitter_status_id
964,H2OK04055,"COLE, TOM",OK,4,REPUBLICAN PARTY,House,Incumbent,C,Republican,tom  cole,C001053,ColeForCongress,57438769,No tweets found.,,
965,H2OK04055,"COLE, TOM",OK,4,REPUBLICAN PARTY,House,Incumbent,C,Republican,tom  cole,C001053,TomColeOK04,23124635,,,
966,H4NJ12149,"COLEMAN, BONNIE WATSON",NJ,12,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,bonnie  coleman,W000822,RepBonnie,2968451607,,,
967,H4NJ12149,"COLEMAN, BONNIE WATSON",NJ,12,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,bonnie  coleman,W000822,Bonnie4Congress,1473761198,No tweets found.,,
968,H2AL02182,"COLEMAN, JEFF",AL,2,REPUBLICAN PARTY,House,Challenger,C,Republican,jeff  coleman,,,,,,
969,H2MI13410,"COLEMAN, SIMONE R.",MI,13,OTHER,House,Challenger,N,Other,simone  coleman,,,,,,
971,H0MD08203,"COLL, GREGORY THOMAS",MD,8,REPUBLICAN PARTY,House,Challenger,P,Republican,gregory  coll,,CollforCongress,174446037,,,
972,H0VA03124,"COLLICK, JOHN WILLIAM MR. JR.",VA,3,REPUBLICAN PARTY,House,Challenger,N,Republican,john  collick,,,,,,
974,H2TX25319,"COLLIER, SCOTT",TX,25,INDEPENDENT,House,Challenger,C,Other,scott  collier,,oneunitedvoice,1316236981521661955,No tweets found.,,
976,H0MD02255,"COLLIER, SCOTT M",MD,7,REPUBLICAN PARTY,House,Challenger,N,Republican,scott  collier,,oneunitedvoice,1316236981521661955,No tweets found.,,
977,H2TX08273,"COLLINS, CHRISTIAN",TX,8,REPUBLICAN PARTY,House,Open seat,C,Republican,christian  collins,,collinsfortx,2478913525,No tweets found.,,
979,H0TX32087,"COLLINS, GENEVIEVE D",TX,32,REPUBLICAN PARTY,House,Challenger,N,Republican,genevieve  collins,,,,,,
980,H2IL01315,"COLLINS, JACQUELINE",IL,1,DEMOCRATIC PARTY,House,Open seat,P,Democrat,jacqueline  collins,,senatorjacqui,1219687412,,,
982,H2FL14251,"COLLINS, JAY",FL,15,REPUBLICAN PARTY,House,Challenger,P,Republican,jay  collins,,,,,,
983,H0CA43108,"COLLINS, JOE E III",CA,36,REPUBLICAN PARTY,House,Challenger,P,Republican,joe  collins,,joeecollins3,1124665360823848961,,,
985,H0IL07167,"COLLINS, KINA ISIS",IL,7,DEMOCRATIC PARTY,House,Challenger,P,Democrat,kina  collins,,KinaCollinsIL,1119797627170820099,,,
987,H4GA10071,"COLLINS, MICHAEL A JR",GA,10,REPUBLICAN PARTY,House,Incumbent,N,Republican,michael  collins,C001129,RepMikeCollins,1601030771124408325,No tweets found.,,
988,H4GA10071,"COLLINS, MICHAEL A JR",GA,10,REPUBLICAN PARTY,House,Incumbent,N,Republican,michael  collins,C001129,MikeCollinsGA,1421384162,,,
990,H2CA45158,"COLLINS, SHAWN",CA,45,REPUBLICAN PARTY,House,Challenger,C,Republican,shawn  collins,,,,,,
991,H2CO05190,"COLOMBE, MICHAEL CHRISTOPHER MR",CO,5,DEMOCRATIC PARTY,House,Challenger,P,Democrat,michael  colombe,,ColoradoCD5,,No tweets found.,Name not found.,
993,H2MD03176,"COLOMBO, MALCOLM THOMAS",MD,1,DEMOCRATIC PARTY,House,Challenger,N,Democrat,malcolm  colombo,,,,,,
994,H2VA05083,"COMBS, JACK LEWIS JR.",VA,5,DEMOCRATIC PARTY,House,Challenger,C,Democrat,jack  combs,,,,,,
995,H6KY01110,"COMER, JAMES",KY,1,REPUBLICAN PARTY,House,Incumbent,C,Republican,james  comer,C001108,JamesComer,838462994,,,
996,H6KY01110,"COMER, JAMES",KY,1,REPUBLICAN PARTY,House,Incumbent,C,Republican,james  comer,C001108,RepJamesComer,1274852794206388225,,,
998,H2KY02125,"COMPTON, WILLIAM DAKOTA",KY,2,DEMOCRATIC PARTY,House,,N,Democrat,william  compton,,Compton4KY2022,,No tweets found.,Name not found.,
1000,H2TX35243,"CONDICT, BILL",TX,35,REPUBLICAN PARTY,House,Challenger,N,Republican,bill  condict,,,,,,
1001,H2OH02077,"CONDIT, JR., JIM",OH,2,REPUBLICAN PARTY,House,Challenger,N,Republican,jim  condit,,JimConditJr,18038678,No tweets found.,,
1004,H2IL06090,"CONFORTI, NIKI",IL,6,REPUBLICAN PARTY,House,Challenger,P,Republican,niki  conforti,,Niki_Conforti,1405879556679024642,No tweets found.,,
1005,H2WA08224,"CONLEY, KEVIN ROBERT MR.",WA,8,INDEPENDENT,House,Challenger,N,Other,kevin  conley,,,,,,
1006,H2NE01183,"CONNELY, THIREENA YUKI",NE,1,REPUBLICAN PARTY,House,Challenger,N,Republican,thireena  connely,,thireena,149325111,,,
1008,H2GA14036,"CONNER, LATEEFAH B.",GA,14,DEMOCRATIC PARTY,House,Challenger,C,Democrat,lateefah  conner,,,,,,
1009,H8VA11062,"CONNOLLY, GERALD EDWARD",VA,11,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,gerald  connolly,C001078,GerryConnolly,78445977,,,
1010,H8VA11062,"CONNOLLY, GERALD EDWARD",VA,11,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,gerald  connolly,C001078,ElectConnolly,125706625,,,
1012,H0NY24063,"CONOLE, FRANCIS",NY,22,DEMOCRATIC PARTY,House,Challenger,P,Democrat,francis  conole,,FDConole,1116715799878733824,,,
1013,H2PA01081,"CONOLY, HENRY",PA,1,GREEN PARTY,House,Challenger,N,Other,henry  conoly,,ActivistHenry,,No tweets found.,Name not found.,
1014,H2PA01081,"CONOLY, HENRY",PA,1,GREEN PARTY,House,Challenger,N,Other,henry  conoly,,activisthenry,,No tweets found.,Name not found.,
1016,H2AK00200,"CONSTANT, CHRISTOPHER",AK,0,DEMOCRATIC PARTY,House,Challenger,P,Democrat,christopher  constant,,,,,,
1017,H2NC06155,"CONTOGIANNIS, MARY ANN DR",NC,6,REPUBLICAN PARTY,House,Challenger,P,Republican,mary  contogiannis,,MContogiannis,1501631171494658069,,,
1019,H2NY12205,"CONTRERAS, MAYA",NY,12,DEMOCRATIC PARTY,House,Challenger,P,Democrat,maya  contreras,,,,,,
1020,H2CA22231,"CONWAY, CONNIE",CA,22,REPUBLICAN PARTY,House,Incumbent,P,Republican,connie  conway,C001128,cconway157,4040924358,,,
1023,H2MI13261,"CONYERS, JOHN",MI,13,DEMOCRATIC PARTY,House,Challenger,N,Democrat,john  conyers,,conyerscampaign,956318628600786944,,,
1024,H2MI13261,"CONYERS, JOHN",MI,13,DEMOCRATIC PARTY,House,Challenger,N,Democrat,john  conyers,,CONYERSTHREE,223022396,,,
1025,H2NJ08307,"COOK, DAVID W.",NJ,8,OTHER,House,Challenger,N,Other,david  cook,,,,,,
1026,H2NJ42017,"COOK, NATHANIEL THOMAS MR",NJ,42,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,Other,nathaniel  cook,,,,,,
1027,H4TN09097,"COOK, PAUL",TN,9,INDEPENDENT,House,Challenger,N,Other,paul  cook,,,,,,
1028,H2WI03130,"COOKE, REBECCA",WI,3,DEMOCRATIC PARTY,House,Open seat,C,Democrat,rebecca  cooke,,RebeccaforWI,1445874755127726080,,,
1030,H2TN05487,"COOPER, DANIEL J (I.O.)",TN,5,INDEPENDENT,House,Open seat,N,Other,daniel  cooper,,,,,,
1032,H2TN05131,"COOPER, JAMES",TN,5,DEMOCRATIC PARTY,House,Incumbent,P,Democrat,james  cooper,,jimcoopertn,22523087,No tweets found.,,
1033,H8GA08118,"COOPER, JAMES L III",GA,8,GREEN PARTY,House,Challenger,N,Other,james  cooper,,,,,,
1035,H2AZ09191,"COOPER, KELLY",AZ,4,REPUBLICAN PARTY,House,Challenger,N,Republican,kelly  cooper,,KellyCooperAZ,1433165953429393411,,,
1037,H2TN06162,"COOPER, RANDAL DEAN",TN,6,DEMOCRATIC PARTY,House,Challenger,N,Democrat,randal  cooper,,cooperfortn6,1508786299171483654,No tweets found.,,
1038,H2GA08087,"COPE, MICHELLE",GA,8,LIBERTARIAN PARTY,House,Challenger,N,Other,michelle  cope,,,,,,
1039,H2PA10116,"COPLEN, RICK",PA,10,DEMOCRATIC PARTY,House,Challenger,C,Democrat,rick  coplen,,,,,,
1041,H2CO03328,"CORAM, DON",CO,3,REPUBLICAN PARTY,House,Challenger,P,Republican,don  coram,,coramforco,,No tweets found.,Name not found.,
1042,H2AZ08177,"CORAZON, CHARLY",AZ,8,REPUBLICAN PARTY,House,Challenger,N,Republican,charly  corazon,,,,,,
1043,H2NY04269,"CORBETT, KEITH",NY,4,DEMOCRATIC PARTY,House,Challenger,P,Democrat,keith  corbett,,Keith4Congress,1501349745759031303,,,
1045,H2GA07121,"CORBIN, MICHAEL ALLEN",GA,7,REPUBLICAN PARTY,House,Challenger,N,Republican,michael  corbin,,,,,,
1046,H2FL00318,"CORDOVA, VINCENT DEAN MR JR",FL,0,NO PARTY AFFILIATION,House,Challenger,N,Other,vincent  cordova,,,,,,
1047,H2CA01276,"COREY, GENE MR.",CA,1,REPUBLICAN PARTY,House,Challenger,N,Republican,gene  corey,,,,,,
1048,H2OH14122,"CORMACK, BEVIN",OH,14,REPUBLICAN PARTY,House,Challenger,N,Republican,bevin  cormack,,,,,,
1049,H2NY01158,"CORNICELLI, ROBERT MICHAEL CPT",NY,2,REPUBLICAN PARTY,House,Open seat,P,Republican,robert  cornicelli,,cornicelliny,,No tweets found.,Name not found.,
1051,H2TX34246,"CORONADO, RENE",TX,34,DEMOCRATIC PARTY,House,Challenger,N,Democrat,rene  coronado,,ReneCoronado14,1532067934037626881,No tweets found.,,
1053,H6CA46116,"CORREA, LOU",CA,46,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,lou  correa,C001110,RepLouCorrea,815985039485837312,,,
1054,H6CA46116,"CORREA, LOU",CA,46,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,lou  correa,C001110,voteloucorrea,746481056145018880,,,
1055,H2NY02149,"CORRIGAN, CAIT",NY,1,REPUBLICAN PARTY,House,Challenger,P,Republican,cait  corrigan,,,,,,
1057,H2CA51222,"CORTES, JOSE MARCOS",CA,51,PEACE AND FREEDOM PARTY,House,Challenger,P,Other,jose  cortes,,cortes4congress,1203877730267193344,,,
1058,H4CA20082,"COSTA, JIM",CA,21,DEMOCRATIC PARTY,House,Incumbent,N,Democrat,jim  costa,C001059,RepJimCosta,245451804,,,
1059,H2CA15110,"COTA, JACKIE S",CA,15,REPUBLICAN PARTY,House,Challenger,N,Republican,jackie  cota,,,,,,
1060,H2CA02241,"COULOMBE, CHRIS MR",CA,2,REPUBLICAN PARTY,House,Challenger,P,Republican,chris  coulombe,,ChrisToCongress,1502093481358942214,,,
1063,H0OR05104,"COURSER, AMY RYAN",OR,6,REPUBLICAN PARTY,House,Open seat,P,Republican,amy  courser,,AmyforOregon,1137946655058096128,,,
1064,H0OR05104,"COURSER, AMY RYAN",OR,6,REPUBLICAN PARTY,House,Open seat,P,Republican,amy  courser,,BBGoddess13,258201948,,,
1065,H2CT02112,"COURTNEY, JOSEPH",CT,2,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,joseph  courtney,C001069,RepJoeCourtney,85396297,,,
1066,H2CT02112,"COURTNEY, JOSEPH",CT,2,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,joseph  courtney,C001069,repjoecourtney,85396297,No tweets found.,,
1067,H2CT02112,"COURTNEY, JOSEPH",CT,2,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,joseph  courtney,C001069,JoeCourtneyCT,183351637,,,
1069,H2TX38015,"COVARRUBIAS, PHIL",TX,38,REPUBLICAN PARTY,House,Open seat,N,Republican,phil  covarrubias,,PhilipACovarru2,4212134354,,,
1070,H2CA31141,"COVELL, CAROLYN ELIZABETH MRS",CA,31,REPUBLICAN PARTY,House,Challenger,C,Republican,carolyn  covell,,,,,,
1071,H2NC04192,"COWDEN, ANTHONY 'TONY'",NC,3,REPUBLICAN PARTY,House,Open seat,P,Republican,anthony  cowden,,,,,,
1072,H8GA13027,"COWEN, MARTIN LINDSEY MR. III",GA,13,LIBERTARIAN PARTY,House,Challenger,N,Other,martin  cowen,,,,,,
1073,H8CA39190,"COX, STEVE",CA,39,INDEPENDENT,House,Challenger,N,Other,steve  cox,,,,,,
1074,H8CA10167,"COX, TERRENCE JOHN (TJ)",CA,21,DEMOCRATIC PARTY,House,Challenger,P,Democrat,terrence  cox,C001124,,,,,
1075,H2VA04185,"COX-WARDRICK, ELLIOTT DWIGHT",VA,4,INDEPENDENT,House,Challenger,N,Other,elliott  coxwardrick,,,,,,
1076,H2NH02245,"COZZENS, JEFF",NH,2,REPUBLICAN PARTY,House,Challenger,C,Republican,jeff  cozzens,,,,,,
1077,H2FL13212,"CRAFT, FRANK S",FL,13,LIBERTARIAN PARTY,House,Open seat,P,Other,frank  craft,,Frank_Craft,556211986,,,
1079,H6MN02131,"CRAIG, ANGELA DAWN",MN,2,DEMOCRATIC PARTY,House,Incumbent,N,Democrat,angela  craig,C001119,AngieCraigMN,411861905,,,
1080,H6MN02131,"CRAIG, ANGELA DAWN",MN,2,DEMOCRATIC PARTY,House,Incumbent,N,Democrat,angela  craig,C001119,RepAngieCraig,1080222360643485698,,,
1082,H2GA03179,"CRAIG, JARED",GA,3,REPUBLICAN PARTY,House,Challenger,C,Republican,jared  craig,,CraigUSSenate,1421290907920441347,No tweets found.,,
1084,H4MO07107,"CRAIG, KEVIN",MO,7,LIBERTARIAN PARTY,House,Open seat,N,Other,kevin  craig,,,,,,
1085,H4LA06047,"CRAIG, RUFUS H JR",LA,6,LIBERTARIAN PARTY,House,Challenger,N,Other,rufus  craig,,,,,,
1086,H2LA06058,"CRAIG, RUFUS HOLT",LA,6,LIBERTARIAN PARTY,House,Challenger,N,Other,rufus  craig,,,,,,
1087,H2TN09208,"CRAIN, MARK BREWER",TN,9,INDEPENDENT,House,Challenger,N,Other,mark  crain,,,,,,
1088,H2AZ01354,"CRANE, ELI",AZ,2,REPUBLICAN PARTY,House,Incumbent,C,Republican,eli  crane,C001132,EliCrane_CEO,1006602338935508992,,,
1090,H2AZ01354,"CRANE, ELI",AZ,2,REPUBLICAN PARTY,House,Incumbent,C,Republican,eli  crane,C001132,EliCraneAZ,1415011405544177667,,,
1091,H8KY03187,"CRAVEN , MIKE",KY,3,REPUBLICAN PARTY,House,Open seat,C,Republican,mike  craven,,,,,,
1092,H2KY06217,"CRAVENS, MAURICE RANDALL II",KY,6,DEMOCRATIC PARTY,House,Challenger,N,Democrat,maurice  cravens,,,,,,
1093,H0AR01083,"CRAWFORD, ERIC ALAN RICK",AR,1,REPUBLICAN PARTY,House,Incumbent,C,Republican,eric  crawford,C001087,Crawford4Cong,50918998,,,
1094,H0AR01083,"CRAWFORD, ERIC ALAN RICK",AR,1,REPUBLICAN PARTY,House,Incumbent,C,Republican,eric  crawford,C001087,RepRickCrawford,233693291,,,
1095,H8TX02166,"CRENSHAW, DANIEL",TX,2,REPUBLICAN PARTY,House,Incumbent,C,Republican,daniel  crenshaw,C001120,RepDanCrenshaw,1080894931311431682,,,
1097,H8TX02166,"CRENSHAW, DANIEL",TX,2,REPUBLICAN PARTY,House,Incumbent,C,Republican,daniel  crenshaw,C001120,DanCrenshawTX,930552552302792705,,,
1099,H2NJ04207,"CRISPI, MICHAEL",NJ,4,REPUBLICAN PARTY,House,Challenger,P,Republican,michael  crispi,,mikecrispinj,792177705831858176,No tweets found.,,
1100,H6FL13205,"CRIST, CHARLIE JOSEPH",FL,13,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,charlie  crist,C001111,,,,,
1101,H2TX30178,"CROCKETT, JASMINE",TX,30,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,jasmine  crockett,C001130,JasmineForUS,918913624395079680,,,
1102,H2TX30178,"CROCKETT, JASMINE",TX,30,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,jasmine  crockett,C001130,RepJasmine,1609974443631157248,No tweets found.,,
1104,H2MD03192,"CROOM, GEORGE",MD,2,DEMOCRATIC PARTY,House,Challenger,P,Democrat,george  croom,,georgecroom,1426658282618433537,No tweets found.,,
1105,H2FL05226,"CROOMS, CONNELL AUBREY",FL,5,DEMOCRATIC PARTY,House,Challenger,N,Democrat,connell  crooms,,,,,,
1106,H2AK01109,"CROPLEY, TYLER",AK,0,NONE,House,Open seat,N,Other,tyler  cropley,,,,,,
1107,H2TX38080,"CROSS, ALEX",TX,38,REPUBLICAN PARTY,House,Open seat,N,Republican,alex  cross,,,,,,
1109,H8CO06229,"CROW, JASON",CO,6,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,jason  crow,C001121,RepJasonCrow,1080191866509901826,,,
1110,H8CO06229,"CROW, JASON",CO,6,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,jason  crow,C001121,JasonCrowCO,851477335052140544,,,
1111,H0OR02168,"CRUMPACKER, JIMMY",OR,5,REPUBLICAN PARTY,House,Challenger,P,Republican,jimmy  crumpacker,,VoteCrumpacker,1207310876912635909,,,
1114,H2IL05225,"CRUZ, JERICO MATIAS",IL,5,INDEPENDENT,House,Challenger,P,Other,jerico  cruz,,cruzforuscong,1513351955925585927,,,
1115,H2IL03147,"CRUZ, ROBERT 'ROB'",IL,6,REPUBLICAN PARTY,House,Challenger,C,Republican,robert  cruz,,cruzforil,1390824125938159622,,,
1117,H0MD05274,"CUBERO, BRYAN DUVAL",MD,5,REPUBLICAN PARTY,House,Challenger,N,Republican,bryan  cubero,,,,,,
1118,H2NY14094,"CUELLAR, DESI",NY,14,REPUBLICAN PARTY,House,Challenger,P,Republican,desi  cuellar,,,,,,
1119,H2TX23082,"CUELLAR, HENRY R.",TX,28,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,henry  cuellar,C001063,RepCuellar,210926192,,,
1120,H2TX23082,"CUELLAR, HENRY R.",TX,28,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,henry  cuellar,C001063,CuellarCampaign,1239664741,,,
1121,H2NJ04231,"CULLEN, JASON CULLEN",NJ,4,LIBERTARIAN PARTY,House,Challenger,N,Other,jason  cullen,,Cullen4Congress,,No tweets found.,Name not found.,
1123,H2NJ25012,"CULLENS, STEPHENE MR",NJ,25,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,Other,stephene  cullens,,,,,,
1124,H2WA04173,"CULP, LOREN",WA,4,REPUBLICAN PARTY,House,Challenger,C,Republican,loren  culp,,LorenCulp,3225647515,,,
1126,H2IL02206,"CULTRA, SHANE",IL,2,REPUBLICAN PARTY,House,Challenger,N,Republican,shane  cultra,,,,,,
1127,H0UT03235,"CUMMINGS, DANIEL CLYDE",UT,3,CONSTITUTION PARTY,House,Challenger,N,Other,daniel  cummings,,,,,,
1128,H2GA14119,"CUNNINGHAM, ERIC B",GA,14,REPUBLICAN PARTY,House,Challenger,P,Republican,eric  cunningham,,EricBCunningham,,No tweets found.,Name not found.,
1130,H2CT12012,"CUNNINGHAM, GEORGE MR",CT,12,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,Other,george  cunningham,,,,,,
1131,H0TX26170,"CUNNINGHAM, WILLIAM ROBERT MR. JR.",TX,26,INDEPENDENT,House,Challenger,N,Other,william  cunningham,,,,,,
1132,H0FL13190,"CURNOW, JACOB",FL,13,WRITE-IN,House,Open seat,N,Other,jacob  curnow,,RealJacobCurnow,1518787599074213888,,,
1135,H2GA10182,"CURRY, DAVID",GA,10,REPUBLICAN PARTY,House,Open seat,C,Republican,david  curry,,DavidCurryGA,1391799501120319491,,,
1136,H2CA12190,"CURRY, ERIC",CA,12,DEMOCRATIC PARTY,House,Challenger,P,Democrat,eric  curry,,,,,,
1137,H2OH52015,"CURRY, MACDUFF MR",OH,52,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,Other,macduff  curry,,,,,,
1139,H2MD04331,"CURTIS, JAMES JR",MD,4,DEMOCRATIC PARTY,House,Open seat,N,Democrat,james  curtis,,Curtis4change,1469509861553680389,,,
1140,H8UT03238,"CURTIS, JOHN",UT,3,REPUBLICAN PARTY,House,Incumbent,C,Republican,john  curtis,C001114,RepJohnCurtis,931614483050414080,,,
1141,H8UT03238,"CURTIS, JOHN",UT,3,REPUBLICAN PARTY,House,Incumbent,C,Republican,john  curtis,C001114,CurtisUT,26057209,,,
1142,H2NJ05303,"D'AGOSTINO, NICHOLAS A. MR.",NJ,5,REPUBLICAN PARTY,House,Challenger,C,Republican,nicholas  agostino,,,,,,
1143,H0NY03075,"D'ARRIGO, MELANIE",NY,3,DEMOCRATIC PARTY,House,Open seat,P,Democrat,melanie  arrigo,,,,,,
1145,H0MO06115,"DADY, JOHN",MO,6,REPUBLICAN PARTY,House,Challenger,N,Republican,john  dady,,Dady6th,1513156805349855235,,,
1146,H2MI07149,"DAILEY, LEAH R.",MI,7,LIBERTARIAN PARTY,House,Challenger,N,Other,leah  dailey,,,,,,
1147,H2CA45141,"DALE, TERRY",CA,45,REPUBLICAN PARTY,House,Challenger,N,Republican,terry  dale,,,,,,
1148,H2UT03272,"DALLIN, JARED",UT,3,REPUBLICAN PARTY,House,Challenger,N,Republican,jared  dallin,,,,,,
1149,H2VA11198,"DALSIMER, ALLY",VA,11,DEMOCRATIC PARTY,House,Challenger,C,Democrat,ally  dalsimer,,,,,,
1151,H2MO03183,"DALY, ANDREW",MO,3,DEMOCRATIC PARTY,House,Challenger,N,Democrat,andrew  daly,,andrewdalymo3,1620147312562413569,No tweets found.,,
1152,H2CA10194,"DALY, JOLENE",CA,5,REPUBLICAN PARTY,House,Challenger,N,Republican,jolene  daly,,,,,,
1153,H2AZ04184,"DANIEL, MATTHEW CHARLES",AZ,4,DEMOCRATIC PARTY,House,Challenger,N,Democrat,matthew  daniel,,,,,,
1154,H2CA07133,"DANIELS, BRET",CA,6,REPUBLICAN PARTY,House,Challenger,P,Republican,bret  daniels,,,,,,
1156,H2MO01203,"DANIELS, MICHAEL",MO,1,DEMOCRATIC PARTY,House,Challenger,C,Democrat,michael  daniels,,DanielsForUSRep,,No tweets found.,Name not found.,
1157,H2NJ04249,"DANIELS, PAMELA RENEE MS",NJ,4,INDEPENDENT,House,Challenger,N,Other,pamela  daniels,,PamRDaniels,743174311914016768,,,
1159,H2PA10124,"DANIELS, SHAMAINE MS",PA,10,DEMOCRATIC PARTY,House,Challenger,P,Democrat,shamaine  daniels,,ShamaineDaniels,631691382,,,
1161,H0PA08197,"DANIELS, TEDDY",PA,8,REPUBLICAN PARTY,House,Challenger,C,Republican,teddy  daniels,,,,,,
1162,H2WA05097,"DANIMUS, ANN MARIE",WA,5,DEMOCRATIC PARTY,House,Challenger,N,Democrat,ann  danimus,,,,,,
1163,H2TX14198,"DANTE, RUBEN LANDON",TX,14,REPUBLICAN PARTY,House,Challenger,N,Republican,ruben  dante,,RubenLDante,29088441,,,
1165,H2LA05282,"DANTZLER, OSCAR ""OMAR""",LA,5,DEMOCRATIC PARTY,House,Challenger,N,Democrat,oscar  dantzler,,,,,,
1166,H2MI13337,"DARDZINSKI, CHRISTOPHER",MI,13,OTHER,House,Challenger,N,Other,christopher  dardzinski,,,,,,
1167,H2IL08187,"DARGIS, CHRISTOPHER BRYANT",IL,8,REPUBLICAN PARTY,House,Challenger,P,Republican,christopher  dargis,,,,,,
1168,H2LA01109,"DARLING, KATIE DARLING",LA,1,DEMOCRATIC PARTY,House,Challenger,P,Democrat,katie  darling,,katie4louisiana,1547408342318030849,,,
1171,H2OH02135,"DARNOWSKY, ALAN",OH,2,DEMOCRATIC PARTY,House,Challenger,C,Democrat,alan  darnowsky,,DarnowskyAlan,1495863846082433032,,,
1172,H2NY08187,"DASHEVSKY, YURI MR",NY,8,REPUBLICAN PARTY,House,Challenger,P,Republican,yuri  dashevsky,,yura4us,1530785757744578561,,,
1173,H2NY08187,"DASHEVSKY, YURI MR",NY,8,REPUBLICAN PARTY,House,Challenger,P,Republican,yuri  dashevsky,,djueat,32384641,,,
1176,H2TX01138,"DASS, GAVIN",TX,1,DEMOCRATIC PARTY,House,Open seat,N,Democrat,gavin  dass,,Gavin4Congress,1468431788255354881,,,
1177,H2AR01139,"DAUGHERTY, ROGER B",AR,1,INDEPENDENT,House,Challenger,N,Other,roger  daugherty,,,,,,
1179,H2NC04200,"DAUGHTRY, KELLY",NC,13,REPUBLICAN PARTY,House,Open seat,C,Republican,kelly  daughtry,,KellyDaughtryNC,1478055734097162240,,,
1180,H2NY17170,"DAVID, SHOSHANA",NY,17,REPUBLICAN PARTY,House,Challenger,N,Republican,shoshana  david,,,,,,
1182,H8KS03155,"DAVIDS, SHARICE",KS,3,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,sharice  davids,D000629,RepDavids,1080516116395499522,,,
1183,H8KS03155,"DAVIDS, SHARICE",KS,3,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,sharice  davids,D000629,sharicedavids,950952511556538368,,,
1184,H6OH08315,"DAVIDSON, WARREN",OH,8,REPUBLICAN PARTY,House,Incumbent,C,Republican,warren  davidson,D000626,Vote_Davidson,4624539143,,,
1185,H6OH08315,"DAVIDSON, WARREN",OH,8,REPUBLICAN PARTY,House,Incumbent,C,Republican,warren  davidson,D000626,warrendavidson,742735530287304704,No tweets found.,,
1186,H6OH08315,"DAVIDSON, WARREN",OH,8,REPUBLICAN PARTY,House,Incumbent,C,Republican,warren  davidson,D000626,WarrenDavidson,742735530287304704,,,
1187,H2IL01257,"DAVILO, MITCHEL",IL,1,OTHER,House,Open seat,N,Other,mitchel  davilo,,,,,,
1188,H2TX04108,"DAVIS II, EARL WILLIAM",TX,4,DEMOCRATIC PARTY,House,Challenger,N,Democrat,earl  davis,,,,,,
1189,H2FL04179,"DAVIS, ALAN MICHAEL",FL,4,REPUBLICAN PARTY,House,Challenger,N,Republican,alan  davis,,,,,,
1190,H2GA11248,"DAVIS, ANGELA GRACE",GA,11,INDEPENDENT,House,Challenger,N,Other,angela  davis,,,,,,
1191,H2FL06190,"DAVIS, CHARLES EDWARD",FL,6,REPUBLICAN PARTY,House,Challenger,N,Republican,charles  davis,,,,,,
1192,H2MN05166,"DAVIS, CICELY",MN,5,REPUBLICAN PARTY,House,Challenger,P,Republican,cicely  davis,,CicelyDavisMN,1416469317625974787,,,
1194,H4IL07037,"DAVIS, DANNY K. MR.",IL,7,DEMOCRATIC PARTY,House,Incumbent,N,Democrat,danny  davis,D000096,DannyKDavis7th,1217134603267399680,,,
1195,H4IL07037,"DAVIS, DANNY K. MR.",IL,7,DEMOCRATIC PARTY,House,Incumbent,N,Democrat,danny  davis,D000096,RepDannyDavis,789244177,,,
1196,H2NC02287,"DAVIS, DON",NC,1,DEMOCRATIC PARTY,House,Incumbent,N,Democrat,don  davis,D000230,DonDavisNC,226330560,,,
1197,H8CA23137,"DAVIS, JAMES",CA,20,REPUBLICAN PARTY,House,Challenger,N,Republican,james  davis,,,,,,
1198,H2FL13295,"DAVIS, JAMES MR PA-C",FL,13,REPUBLICAN PARTY,House,Open seat,N,Republican,james  davis,,,,,,
1199,H0NC11175,"DAVIS, MORRIS D. COL.",NC,11,DEMOCRATIC PARTY,House,Challenger,C,Democrat,morris  davis,,,,,,
1200,H2TX32141,"DAVIS, NATHAN",TX,32,REPUBLICAN PARTY,House,Challenger,P,Republican,nathan  davis,,NathanDavisTX,1362648881658425345,,,
1202,H2IL13120,"DAVIS, RODNEY L",IL,15,REPUBLICAN PARTY,House,Incumbent,P,Republican,rodney  davis,D000619,RodneyDavis,993153006,,,
